instance,best_hv,sms_mean,mole_mean,nsga_mean,sms_normalize,nsga_normalize,mole_normalize
Bi-Objective BBOB_2_51_2,0.90995592,0.909843197,0.389655966,0.909771439,0.999876123,0.999797264,0.428214112
Bi-Objective BBOB_2_51_3,0.941593322,0.941482708,0.527815542,0.941521535,0.999882524,0.99992376,0.560555741
Bi-Objective BBOB_2_51_4,0.98603898,0.985915734,0.724416369,0.985987294,0.999875009,0.999947582,0.734673156
Bi-Objective BBOB_2_51_5,0.971128897,0.971096561,0.815151001,0.971095232,0.999966703,0.999965334,0.839384971
Bi-Objective BBOB_2_51_6,0.91141652,0.908528617,0.048491683,0.910742754,0.996831412,0.999260749,0.053204744
Bi-Objective BBOB_2_51_7,0.993373695,0.993080215,0.377649683,0.993107107,0.999704562,0.999731633,0.380168797
Bi-Objective BBOB_2_51_8,0.985466839,0.982311165,0.42505663,0.983354838,0.996797788,0.997856852,0.431325148
Bi-Objective BBOB_2_51_9,0.942349371,0.940726191,0.229277721,0.941493994,0.998277518,0.999092293,0.243304371
Bi-Objective BBOB_2_52_1,0.947011566,0.931552816,0.195834411,0.933053468,0.983676282,0.985260901,0.206791995
Bi-Objective BBOB_2_52_10,0.873618189,0.869543967,0.248804465,0.872250361,0.995336381,0.998434295,0.284797716
Bi-Objective BBOB_2_52_2,0.78687993,0.78677287,0.028626215,0.777909015,0.999863943,0.988599385,0.036379394
Bi-Objective BBOB_2_52_3,0.931104872,0.930728472,0.271805189,0.930824404,0.999595749,0.999698779,0.291916836
Bi-Objective BBOB_2_52_4,0.719116774,0.7105958,0.098579171,0.713087161,0.988150779,0.991615252,0.137083676
Bi-Objective BBOB_2_52_5,0.781598891,0.756158779,0.065383091,0.767868227,0.967451192,0.982432596,0.083652999
Bi-Objective BBOB_2_52_6,0.642310315,0.632997587,2.26E-05,0.641930454,0.985501202,0.999408601,3.52E-05
Bi-Objective BBOB_2_52_7,0.921082785,0.910979716,0.127874548,0.912037526,0.989031312,0.990179755,0.138830678
Bi-Objective BBOB_2_52_8,0.993175904,0.992612298,0.698975355,0.992549983,0.999432522,0.999369778,0.703778003
Bi-Objective BBOB_2_52_9,0.975729534,0.969187668,0.378497039,0.967685441,0.993295411,0.991755817,0.38791184
Bi-Objective BBOB_2_53_1,0.997875693,0.997862221,0.460355515,0.997861353,0.999986499,0.999985629,0.461335534
Bi-Objective BBOB_2_53_10,0.706101787,0.692380833,0.206684438,0.678470319,0.980568022,0.960867585,0.29271196
Bi-Objective BBOB_2_53_2,0.975730767,0.975718704,0.555520127,0.975713742,0.999987636,0.999982551,0.569337512
Bi-Objective BBOB_2_53_3,0.975730769,0.975718704,0.594928896,0.975713757,0.999987634,0.999982565,0.609726489
Bi-Objective BBOB_2_53_4,0.997875695,0.997863895,0.485061754,0.997860925,0.999988175,0.999985198,0.486094367
Bi-Objective BBOB_2_53_5,0.706101956,0.671339385,0.241783774,0.669591642,0.950768341,0.948293142,0.342420485
Bi-Objective BBOB_2_53_6,0.975730737,0.975718704,0.454637177,0.975713752,0.999987667,0.999982593,0.465945327
Bi-Objective BBOB_2_53_7,0.975730733,0.975718704,0.556882025,0.975713757,0.999987671,0.999982602,0.570733304
Bi-Objective BBOB_2_53_8,0.975730731,0.975718704,0.597642663,0.97571375,0.999987673,0.999982597,0.612507779
Bi-Objective BBOB_2_53_9,0.997875685,0.997862215,0.581981245,0.99786098,0.999986502,0.999985263,0.583220189
Bi-Objective BBOB_2_54_1,0.943563947,0.928795262,0.50385684,0.933002098,0.984347977,0.98880643,0.533993315
Bi-Objective BBOB_2_54_10,0.974466009,0.974327315,0.438199525,0.973463922,0.999857672,0.998971656,0.449681693
Bi-Objective BBOB_2_54_2,0.929274475,0.917243225,0.19072951,0.924582522,0.987053072,0.994950951,0.205245614
Bi-Objective BBOB_2_54_3,0.991716135,0.991678166,0.451559634,0.991613938,0.999961714,0.99989695,0.455331539
Bi-Objective BBOB_2_54_4,0.984075359,0.982251036,0.536573466,0.981850677,0.998146155,0.997739318,0.545256479
Bi-Objective BBOB_2_54_5,0.977343827,0.97713109,0.232679739,0.976520916,0.999782331,0.999158013,0.238073575
Bi-Objective BBOB_2_54_6,0.737530414,0.684755161,0.082322068,0.682654781,0.928443286,0.925595431,0.111618541
Bi-Objective BBOB_2_54_7,0.905800915,0.901206616,0.324883267,0.899180848,0.994927915,0.992691476,0.358669617
Bi-Objective BBOB_2_54_8,0.98965998,0.989578456,0.184029106,0.98940826,0.999917624,0.99974565,0.185951852
Bi-Objective BBOB_2_54_9,0.948189833,0.947906382,0.045325445,0.947197563,0.999701061,0.998953511,0.047802079
Bi-Objective BBOB_2_55_1,0.994912014,0.989668531,0.425069299,0.994587281,0.994729702,0.999673606,0.427243106
Bi-Objective BBOB_2_55_10,0.851309741,0.828506496,0.021552852,0.843018827,0.973213927,0.99026099,0.025317285
Bi-Objective BBOB_2_55_2,0.936711803,0.928984167,0.327155643,0.928898566,0.991750252,0.991658868,0.349259657
Bi-Objective BBOB_2_55_3,0.97974371,0.978810975,0.395661577,0.979060297,0.999047981,0.999302457,0.403841916
Bi-Objective BBOB_2_55_4,0.931560159,0.928207142,0.344220604,0.931244659,0.996400643,0.999661321,0.369509795
Bi-Objective BBOB_2_55_5,0.890941864,0.885073477,0.23046622,0.888201926,0.993413277,0.996924672,0.258677057
Bi-Objective BBOB_2_55_6,0.878456417,0.863727838,0.120884128,0.865488499,0.983233569,0.985237835,0.137609704
Bi-Objective BBOB_2_55_7,0.938782814,0.935660596,0.335100895,0.937140061,0.996674185,0.998250125,0.356952524
Bi-Objective BBOB_2_55_8,0.901150986,0.89311819,0.177937379,0.895193029,0.991086071,0.993388504,0.197455678
Bi-Objective BBOB_2_55_9,0.869253763,0.840645218,0.114784558,0.839372046,0.967088385,0.965623713,0.132049538
Bi-Objective BBOB_2_6_1,0.667254444,0.666924969,0.666081136,0.666687912,0.999506222,0.99915095,0.998241589
Bi-Objective BBOB_2_6_10,0.882457687,0.882170373,0.881482317,0.882026727,0.999674416,0.999511637,0.998894712
Bi-Objective BBOB_2_6_2,0.901470541,0.901283418,0.90073598,0.901024939,0.999792425,0.999505694,0.999185152
Bi-Objective BBOB_2_6_3,0.884300125,0.884019858,0.883148873,0.883853376,0.999683063,0.999494799,0.998698121
Bi-Objective BBOB_2_6_4,0.945804378,0.94565709,0.945347184,0.945525599,0.999844272,0.999705247,0.999516608
Bi-Objective BBOB_2_6_5,0.942603371,0.942466688,0.942160427,0.942328982,0.999854994,0.999708903,0.999530085
Bi-Objective BBOB_2_6_6,0.899088058,0.898831598,0.89711433,0.898691999,0.999714755,0.999559488,0.997804744
Bi-Objective BBOB_2_6_7,0.813378211,0.812844168,0.807657845,0.812718566,0.999343427,0.999189006,0.992967151
Bi-Objective BBOB_2_6_8,0.910565241,0.910437888,0.909914183,0.91030609,0.999860139,0.999715395,0.999284995
Bi-Objective BBOB_2_6_9,0.675947011,0.675537163,0.672962437,0.675267975,0.999393669,0.998995431,0.995584604
Bi-Objective BBOB_2_7_1,0.936972575,0.936196392,0.016747821,0.935747979,0.999171606,0.998693028,0.017874398
Bi-Objective BBOB_2_7_10,0.907426577,0.906570843,0.140831734,0.905822741,0.999056966,0.998232544,0.15519904
Bi-Objective BBOB_2_7_2,0.906340901,0.896456059,0.157186301,0.896319404,0.989093682,0.988942906,0.173429557
Bi-Objective BBOB_2_7_3,0.886134331,0.884166873,0.070489233,0.883679098,0.997779729,0.997229277,0.079546894
Bi-Objective BBOB_2_7_4,0.87075995,0.864441755,0.207829139,0.864592744,0.992744045,0.992917444,0.238675583
Bi-Objective BBOB_2_7_5,0.911523578,0.910592999,0.267602228,0.909818702,0.998979095,0.998129642,0.293576858
Bi-Objective BBOB_2_7_6,0.937861505,0.937697155,0.041732828,0.937589245,0.999824761,0.999709701,0.044497857
Bi-Objective BBOB_2_7_7,0.871209654,0.870699484,0.059370569,0.869951781,0.999414412,0.998556176,0.06814728
Bi-Objective BBOB_2_7_8,0.849406116,0.847249527,0.084150371,0.846982536,0.997461063,0.997146736,0.099069656
Bi-Objective BBOB_2_7_9,0.877457922,0.871996386,0.091887308,0.87222411,0.993775729,0.994035255,0.104719902
Bi-Objective BBOB_2_8_1,0.903849381,0.903805974,0.437197347,0.903722494,0.999951975,0.999859615,0.483705976
Bi-Objective BBOB_2_8_10,0.904870851,0.904644315,0.462801994,0.904610077,0.999749649,0.999711811,0.511456407
Bi-Objective BBOB_2_8_2,0.784765299,0.784125096,0.19930801,0.784312788,0.999184211,0.999423381,0.253971487
Bi-Objective BBOB_2_8_3,0.748604947,0.748473147,0.132118643,0.748382131,0.99982394,0.999702358,0.176486467
Bi-Objective BBOB_2_8_4,0.743267364,0.734216859,0.002455411,0.74057048,0.987823352,0.996371584,0.003303537
Bi-Objective BBOB_2_8_5,0.865136714,0.859791623,0.049872925,0.860189331,0.99382168,0.994281385,0.05764745
Bi-Objective BBOB_2_8_6,0.829476442,0.829181313,0.076747687,0.829104495,0.999644198,0.999551588,0.092525457
Bi-Objective BBOB_2_8_7,0.933714327,0.932748413,0.131195619,0.932512938,0.998965515,0.998713323,0.140509378
Bi-Objective BBOB_2_8_8,0.901615895,0.901533206,0.475972627,0.901342149,0.999908288,0.999696383,0.527910643
Bi-Objective BBOB_2_8_9,0.904705114,0.904625849,0.367107519,0.904525293,0.999912386,0.999801238,0.405775886
Bi-Objective BBOB_2_9_1,0.925657814,0.925558733,0.244361103,0.925245843,0.999892962,0.999554943,0.263986432
Bi-Objective BBOB_2_9_10,0.869881009,0.869659797,0.335514242,0.869170024,0.999745699,0.999182664,0.385701306
Bi-Objective BBOB_2_9_2,0.977793751,0.977723751,0.826101826,0.977625379,0.999928411,0.999827805,0.844863066
Bi-Objective BBOB_2_9_3,0.968705844,0.968624823,0.663137885,0.968508909,0.999916362,0.999796703,0.684560632
Bi-Objective BBOB_2_9_4,0.948342668,0.948208398,0.12558846,0.947753491,0.999858416,0.99937873,0.13242941
Bi-Objective BBOB_2_9_5,0.86078071,0.860644046,0.13858499,0.86027862,0.999841232,0.999416704,0.160999182
Bi-Objective BBOB_2_9_6,0.957398241,0.957100628,0.609703373,0.956480279,0.999689144,0.999041191,0.636833605
Bi-Objective BBOB_2_9_7,0.990548357,0.990267327,0.778875628,0.990055801,0.999716289,0.999502744,0.786307526
Bi-Objective BBOB_2_9_8,0.889502838,0.889312121,0.186193913,0.888971442,0.999785591,0.999402592,0.209323574
Bi-Objective BBOB_2_9_9,0.95046019,0.95036368,0.77072107,0.950214579,0.999898459,0.999741587,0.810892532
